abandon,əˈbændən
repose,ɹiˈpoʊz
reposition,ˌɹipəˈzɪʃən
represent,ˌɹɛpɹɪˈzɛnt
reprieve,ɹiˈpɹiv
reprimand,ˈɹɛpɹəˌmænd
reprint,ɹiˈpɹɪnt
reprise,ɹɪˈpɹaɪz
reproach,ɹiˈpɹoʊtʃ
reprobate,ˈɹɛpɹɔbeɪt
reproduce,ˌɹipɹəˈdus
repudiate,ɹipˈjudiˌeɪt
request,ɹiˈkwɛst
requisition,ˌɹɛkwəˈzɪʃən
reread,ˈɹiˈɹid
rerun,ˈɹiˈɹən
reschedule,ɹiˈskɛdʒuɫ
rescue,ˈɹɛskju
reseal,ɹiˈsiɫ
research,ˈɹisɝtʃ
reseed,ɹiˈsid
resell,ɹiˈsɛɫ
resemble,ɹiˈzɛmbəɫ
resent,ɹiˈzɛnt
reserve,ɹiˈzɝv
reset,ˈɹisɛt
resettle,ɹiˈsɛtəɫ
reshape,ɹiˈʃeɪp
reshuffle,ɹiˈʃəfəɫ
reside,ɹiˈzaɪd
resign,ɹiˈsaɪn
resist,ɹiˈzɪst
resolve,ɹiˈzɑɫv
resonate,ˈɹɛzəˌneɪt
resound,ˌɹiˈsaʊnd
respect,ɹiˈspɛkt
respond,ɹiˈspɑnd
rest,ˈɹɛst
restart,ɹiˈstɑɹt
restock,ɹiˈstɑk
restore,ɹɪˈstɔɹ
restrain,ɹiˈstɹeɪn
restrict,ɹiˈstɹɪkt
restructure,ɹiˈstɹəktʃɝ
result,ɹiˈzəɫt
resume,ˈɹɛzəˌmeɪ
resurface,ɹiˈsɝfəs
resurrect,ˌɹɛzɝˈɛkt
resuscitate,ɹiˈsəsɪˌteɪt
retain,ɹiˈteɪn
retake,ˈɹiˈteɪk
retaliate,ɹiˈtæɫiˌeɪt
retard,ɹiˈtɑɹd
rethink,ɹiˈθɪŋk
retire,ˌɹiˈtaɪɝ
retool,ɹiˈtuɫ
retort,ˈɹiˌtɔɹt
retract,ɹiˈtɹækt
retrain,ɹiˈtɹeɪn
retread,ɹiˈtɹɛd
retreat,ɹiˈtɹit
retrench,ɹiˈtɹɛntʃ
retrieve,ɹiˈtɹiv
retrofit,ˈɹɛtɹoʊˌfɪt
retrograde,ˈɹɛtɹəˌɡɹeɪd
return,ɹiˈtɝn
reunify,ɹiˈunəˌfaɪ
reunite,ˌɹiuˈnaɪt
revalue,ɹiˈvæɫˌju
revamp,ɹiˈvæmp
reveal,ɹiˈviɫ
revel,ˈɹɛvəɫ
revenge,ɹiˈvɛndʒ
reverberate,ɹɪˈvɝbɝeɪt
reverence,ˈɹɛvɝəns
revert,ɹiˈvɝt
review,ˌɹivˈju
revise,ɹiˈvaɪz
revisit,ɹiˈvɪzɪt
revitalize,ɹiˈvaɪtəˌɫaɪz
revive,ɹiˈvaɪv
revoke,ɹiˈvoʊk
revolt,ɹiˈvoʊɫt
revolutionize,ˌɹɛvəˈɫuʃəˌnaɪz
revolve,ɹiˈvɑɫv
reward,ɹiˈwɔɹd
rewire,ɹiˈwaɪɝ
rework,ɹiˈwɝk
rewrite,ˈɹiˌɹaɪt
rhapsodize,ˈɹæpsəˌdaɪz
rhyme,ˈɹaɪm
rib,ˈɹɪb
rice,ˈɹaɪs
rick,ˈɹɪk
rid,ˈɹɪd
riddle,ˈɹɪdəɫ
ride,ˈɹaɪd
ridge,ˈɹɪdʒ
ridicule,ˈɹɪdəkˌjuɫ
riff,ˈɹɪf
riffle,ˈɹɪfəɫ
rig,ˈɹɪɡ
right,ˈɹaɪt
rim,ˈɹɪm
ring,ˈɹɪŋ
rinse,ˈɹɪns
riot,ˈɹaɪət
rip,ˈɹɪp
ripen,ˈɹaɪpən
ripple,ˈɹɪpəɫ
rise,ˈɹaɪz
risk,ˈɹɪsk
rival,ˈɹaɪvəɫ
rivet,ˈɹɪvət
roach,ˈɹoʊtʃ
roar,ˈɹɔɹ
roast,ˈɹoʊst
rob,ˈɹɑb
rock,ˈɹɑk
rocket,ˈɹɑkət
roil,ˈɹɔɪɫ
roll,ˈɹoʊɫ
romance,ˈɹoʊmæns
romanticize,ɹoʊˈmæntəˌsaɪz
romp,ˈɹɑmp
roof,ˈɹuf
roost,ˈɹust
root,ˈɹut
rope,ˈɹoʊp
rosin,ˈɹɑzən
rotate,ˈɹoʊˌteɪt
rouge,ˈɹuʒ
round,ˈɹaʊnd
rout,ˈɹaʊt
route,ˈɹaʊt
row,ˈɹoʊ
rub,ˈɹəb
rubberize,ˈɹəbɝˌaɪz
rubbish,ˈɹəbɪʃ
rubric,ˈɹubɹɪk
ruckle,ˈɹəkəɫ
ruddle,ˈɹədəɫ
ruffle,ˈɹəfəɫ
ruin,ˈɹuən
rule,ˈɹuɫ
rumble,ˈɹəmbəɫ
ruminate,ˈɹumɪˌneɪt
rummage,ˈɹəmɪdʒ
rumor,ˈɹumɝ
run,ˈɹən
rush,ˈɹəʃ
rust,ˈɹəst
rustle,ˈɹəsəɫ
rut,ˈɹət
saber,ˈseɪbɝ
sabotage,ˈsæbəˌtɑʒ
sabre,ˈseɪbɝ
sack,ˈsæk
sacrifice,ˈsækɹəˌfaɪs
sadden,ˈsædən
saddle,ˈsædəɫ
safeguard,ˈseɪfˌɡɑɹd
sag,ˈsæɡ
sail,ˈseɪɫ
salaam,səˈɫɑm
salivate,ˈsæɫəˌveɪt
salt,ˈsɔɫt
salute,səˈɫut
salvage,ˈsæɫvədʒ
salve,ˈsɑv
samba,ˈsɑmbə
sample,ˈsæmpəɫ
sanction,ˈsæŋkʃən
sandbag,ˈsændˌbæɡ
sandblast,ˈsændˌbɫæst
sandpaper,ˈsændˌpeɪpɝ
sandwich,ˈsæmwɪtʃ
sanitize,ˈsænɪˌtaɪz
sap,ˈsæp
sass,ˈsæs
satellite,ˈsætəˌɫaɪt
satirize,ˈsætɝˌaɪz
satisfy,ˈsætəsˌfaɪ
saturate,ˈsætʃɝˌeɪt
sauce,ˈsɔs
saute,sɔˈteɪ
savage,ˈsævədʒ
save,ˈseɪv
savor,ˈseɪvɝ
saw,ˈsɔ
say,ˈseɪ
scab,ˈskæb
scaffold,ˈskæfəɫd
scald,ˈskɔɫd
scale,ˈskeɪɫ
scallop,ˈskæɫəp
scalp,ˈskæɫp
scan,ˈskæn
scant,ˈskænt
scar,ˈskɑɹ
scarf,ˈskɑɹf
scatter,ˈskætɝ
scavenge,ˈskævəndʒ
scent,ˈsɛnt
schedule,ˈskɛdʒuɫ
scheme,ˈskim
schnorr,ˈʃnɔɹ
school,ˈskuɫ
scissor,ˈsɪzɝ
scoff,ˈskɔf
scoop,ˈskup
scorch,ˈskɔɹtʃ
score,ˈskɔɹ
scotch,ˈskɑtʃ
scour,ˈskaʊɝ
scourge,ˈskɝdʒ
scout,ˈskaʊt
scowl,ˈskaʊɫ
scram,ˈskɹæm
scramble,ˈskɹæmbəɫ
scrap,ˈskɹæp
scrape,ˈskɹeɪp
scratch,ˈskɹætʃ
scream,ˈskɹim
screen,ˈskɹin
screw,ˈskɹu
scribble,ˈskɹɪbəɫ
scribe,ˈskɹaɪb
scrimmage,ˈskɹɪmɪdʒ
script,ˈskɹɪpt
scroll,ˈskɹoʊɫ
scrounge,ˈskɹaʊndʒ
scrub,ˈskɹəb
scruple,ˈskɹupəɫ
scud,ˈskəd
scuff,ˈskəf
scuffle,ˈskəfəɫ
scull,ˈskəɫ
sculpt,ˈskəɫpt
scum,ˈskəm
scurry,ˈskɝi
scythe,ˈsaɪθ
seal,ˈsiɫ
seam,ˈsim
sear,ˈsɪɹ
search,ˈsɝtʃ
season,ˈsizən
seat,ˈsit
secede,sɪˈsid
seclude,səˈkɫud
second,ˈsɛkənd
secrete,sɪˈkɹit
secure,sɪkˈjʊɹ
sedate,sɪˈdeɪt
sediment,ˈsɛdəmənt
seduce,sɪˈdus
see,ˈsi
seed,ˈsid
seek,ˈsik
seel,ˈsiɫ
seem,ˈsim
seep,ˈsip
seesaw,ˈsiˌsɔ
seethe,ˈsið
segment,ˈsɛɡmənt
segregate,ˈsɛɡɹəˌɡeɪt
segue,ˈsɛɡ
seine,ˈseɪn
seize,ˈsiz
sell,ˈsɛɫ
send,ˈsɛnd
sense,ˈsɛns
sensitize,ˈsɛnsəˌtaɪz
sentence,ˈsɛntəns
separate,ˈsɛpɝˌeɪt
sequence,ˈsikwəns
sequester,sɪˈkwɛstɝ
serenade,ˌsɛɹəˈneɪd
serialize,ˈsɪˌɹiəˌɫaɪz
serrate,ˈsɛˌɹeɪt
serve,ˈsɝv
service,ˈsɝvəs
set,ˈsɛt
settle,ˈsɛtəɫ
sever,ˈsɛvɝ
sew,ˈsoʊ
sex,ˈsɛks
shade,ˈʃeɪd
shadow,ˈʃæˌdoʊ
shaft,ˈʃæft
shag,ˈʃæɡ
shake,ˈʃeɪk
shallow,ˈʃæɫoʊ
shame,ˈʃeɪm
shampoo,ʃæmˈpu
shanghai,ˈʃæŋˈhaɪ
shape,ˈʃeɪp
share,ˈʃɛɹ
shark,ˈʃɑɹk
sharpen,ˈʃɑɹpən
shatter,ˈʃætɝ
shave,ˈʃeɪv
shear,ˈʃɪɹ
sheathe,ˈʃið
shed,ˈʃɛd
sheer,ˈʃɪɹ
sheet,ˈʃit
shell,ˈʃɛɫ
shellac,ˈʃɛˌɫæk
shelter,ˈʃɛɫtɝ
shelve,ˈʃɛɫv
shepherd,ˈʃɛpɝd
shield,ˈʃiɫd
shift,ˈʃɪft
shill,ˈʃɪɫ
shimmer,ˈʃɪmɝ
shimmy,ˈʃɪmi
shine,ˈʃaɪn
shingle,ˈʃɪŋɡəɫ
ship,ˈʃɪp
shipwreck,ˈʃɪpɹɛk
shirk,ˈʃɝk
shirr,ˈʃɝ
shirt,ˈʃɝt
shiver,ˈʃɪvɝ
shmooze,ˈʃmuz
shock,ˈʃɑk
shoe,ˈʃu
shoehorn,ˈʃuˌhɔɹn
shoot,ˈʃut
shop,ˈʃɑp
shoplift,ˈʃɑˌpɫɪft
shore,ˈʃɔɹ
shorten,ˈʃɔɹtən
shoulder,ˈʃoʊɫdɝ
shout,ˈʃaʊt
shove,ˈʃəv
shovel,ˈʃəvəɫ
show,ˈʃoʊ
shower,ˈʃaʊɝ
shred,ˈʃɹɛd
shriek,ˈʃɹik
shrimp,ˈʃɹɪmp
shrink,ˈʃɹɪŋk
shrivel,ˈʃɹɪvəɫ
shroud,ˈʃɹaʊd
shrug,ˈʃɹəɡ
shuck,ˈʃək
shudder,ˈʃədɝ
shuffle,ˈʃəfəɫ
shun,ˈʃən
shunt,ˈʃənt
shutter,ˈʃətɝ
shy,ˈʃaɪ
sic,ˈsɪk
sicken,ˈsɪkən
side,ˈsaɪd
sideline,ˈsaɪdˌɫaɪn
sidetrack,ˈsaɪdˌtɹæk
sidle,ˈsaɪdəɫ
sieve,ˈsɪv
sift,ˈsɪft
sigh,ˈsaɪ
sight,ˈsaɪt
sightsee,ˈsaɪtˈsi
sign,ˈsaɪn
signify,ˈsɪɡnəˌfaɪ
signpost,ˈsaɪnˌpoʊst
silence,ˈsaɪɫəns
silhouette,ˌsɪɫəˈwɛt
silver,ˈsɪɫvɝ
silverplate,ˈsɪɫvɝˈpɫeɪt
simmer,ˈsɪmɝ
simplify,ˈsɪmpɫəˌfaɪ
simulate,ˈsɪmjəˌɫeɪt
sin,ˈsɪn
sing,ˈsɪŋ
singe,ˈsɪndʒ
single,ˈsɪŋɡəɫ
sink,ˈsɪŋk
sip,ˈsɪp
siphon,ˈsaɪfən
sit,ˈsɪt
situate,ˈsɪtʃuˌeɪt
size,ˈsaɪz
sizzle,ˈsɪzəɫ
skate,ˈskeɪt
skateboard,ˈskeɪtˌbɔɹd
sketch,ˈskɛtʃ
skew,ˈskju
skewer,ˈskjuɝ
ski,ˈski
skid,ˈskɪd
skim,ˈskɪm
skimp,ˈskɪmp
skin,ˈskɪn
skip,ˈskɪp
skipper,ˈskɪpɝ
skirmish,ˈskɝmɪʃ
skirt,ˈskɝt
skittle,ˈskɪtəɫ
skulk,ˈskəɫk
slack,ˈsɫæk
slacken,ˈsɫækən
slag,ˈsɫæɡ
slalom,ˈsɫɑɫəm
slam,ˈsɫæm
slang,ˈsɫæŋ
slant,ˈsɫænt
slap,ˈsɫæp
slash,ˈsɫæʃ
slat,ˈsɫæt
slate,ˈsɫeɪt
slather,ˈsɫæðɝ
slave,ˈsɫeɪv
sled,ˈsɫɛd
sledge,ˈsɫɛdʒ
sledgehammer,ˈsɫɛdʒˌhæmɝ
sleep,ˈsɫip
sleepwalk,ˈsɫipˌwɔk
sleet,ˈsɫit
slice,ˈsɫaɪs
slick,ˈsɫɪk
slide,ˈsɫaɪd
slight,ˈsɫaɪt
slime,ˈsɫaɪm
sling,ˈsɫɪŋ
slip,ˈsɫɪp
slit,ˈsɫɪt
slither,ˈsɫɪðɝ
sliver,ˈsɫɪvɝ
slog,ˈsɫɑɡ
slop,ˈsɫɑp
slope,ˈsɫoʊp
slosh,ˈsɫɑʃ
slot,ˈsɫɑt
slouch,ˈsɫaʊtʃ
slow,ˈsɫoʊ
slug,ˈsɫəɡ
sluice,ˈsɫus
slum,ˈsɫəm
slump,ˈsɫəmp
slur,ˈsɫɝ
slurp,ˈsɫɝp
smack,ˈsmæk
smash,ˈsmæʃ
smatter,ˈsmætɝ
smear,ˈsmɪɹ
smell,ˈsmɛɫ
smelt,ˈsmɛɫt
smile,ˈsmaɪɫ
smirk,ˈsmɝk
smock,ˈsmɑk
smoke,ˈsmoʊk
smolder,ˈsmoʊɫdɝ
smooch,ˈsmutʃ
smooth,ˈsmuð
smoothen,ˈsmuðɪn
smother,ˈsməðɝ
smuggle,ˈsməɡəɫ
smut,ˈsmət
snafu,ˈsnæfu
snag,ˈsnæɡ
snail,ˈsneɪɫ
snake,ˈsneɪk
snap,ˈsnæp
snarl,ˈsnɑɹɫ
snatch,ˈsnætʃ
sneak,ˈsnik
sneer,ˈsnɪɹ
sneeze,ˈsniz
snicker,ˈsnɪkɝ
sniff,ˈsnɪf
snip,ˈsnɪp
snipe,ˈsnaɪp
snooker,ˈsnʊkɝ
snooze,ˈsnuz
snore,ˈsnɔɹ
snorkel,ˈsnɔɹkəɫ
snort,ˈsnɔɹt
snow,ˈsnoʊ
snowball,ˈsnoʊˌbɔɫ
snowboard,ˈsnoʊˌbɔɹd
snowmobile,ˈsnoʊmoʊˌbiɫ
snowshoe,ˈsnoʊˌʃu
snuff,ˈsnəf
soak,ˈsoʊk
soap,ˈsoʊp
soar,ˈsɔɹ
sob,ˈsɑb
sober,ˈsoʊbɝ
socialize,ˈsoʊʃəˌɫaɪz
sock,ˈsɑk
sod,ˈsɑd
sodomize,ˈsɔdəˌmaɪz
soften,ˈsɑfən
sojourn,ˈsoʊdʒɝn
solder,ˈsɑdɝ
soldier,ˈsoʊɫdʒɝ
sole,ˈsoʊɫ
solicit,səˈɫɪsɪt
solidify,səˈɫɪdəˌfaɪ
solo,ˈsoʊˌɫoʊ
solve,ˈsɑɫv
somersault,ˈsəmɝˌsɔɫt
sonnet,ˈsɑnɪt
soot,ˈsʊt
soothe,ˈsuð
sop,ˈsɑp
sophisticate,səˈfɪstəˌkeɪt
sound,ˈsaʊnd
soup,ˈsup
sour,ˈsaʊɝ
source,ˈsɔɹs
sow,ˈsaʊ
space,ˈspeɪs
spacewalk,ˈspeɪˌswɑk
spade,ˈspeɪd
spam,ˈspæm
spang,ˈspæŋ
spangle,ˈspæŋɡəɫ
spank,ˈspæŋk
spar,ˈspɑɹ
spare,ˈspɛɹ
spark,ˈspɑɹk
sparkle,ˈspɑɹkəɫ
spat,ˈspæt
spatter,ˈspætɝ
spawn,ˈspɑn
speak,ˈspik
spear,ˈspɪɹ
spearhead,ˈspɪɹˌhɛd
specialize,ˈspɛʃəˌɫaɪz
specify,ˈspɛsəˌfaɪ
speck,ˈspɛk
speckle,ˈspɛkəɫ
speculate,ˈspɛkjəˌɫeɪt
speechify,ˈspitʃəˌfaɪ
speed,ˈspid
spell,ˈspɛɫ
spend,ˈspɛnd
spew,ˈspju
spice,ˈspaɪs
spiel,ˈspiɫ
spike,ˈspaɪk
spill,ˈspɪɫ
spin,ˈspɪn
spiral,ˈspaɪɹəɫ
spirit,ˈspɪɹət
spit,ˈspɪt
splash,ˈspɫæʃ
splat,ˈspɫæt
splice,ˈspɫaɪs
splint,ˈspɫɪnt
splinter,ˈspɫɪntɝ
splurge,ˈspɫɝdʒ
spoil,ˈspɔɪɫ
sponge,ˈspəndʒ
sponsor,ˈspɑnsɝ
spoof,ˈspuf
spook,ˈspuk
spool,ˈspuɫ
spoon,ˈspun
sport,ˈspɔɹt
spot,ˈspɑt
spotlight,ˈspɑtˌɫaɪt
sprawl,ˈspɹɔɫ
spray,ˈspɹeɪ
spread,ˈspɹɛd
spree,ˈspɹi
spring,ˈspɹɪŋ
sprinkle,ˈspɹɪŋkəɫ
sprint,ˈspɹɪnt
sprout,ˈspɹaʊt
spud,ˈspəd
spur,ˈspɝ
spurt,ˈspɝt
sputter,ˈspətɝ
spy,ˈspaɪ
squall,ˈskwɔɫ
square,ˈskwɛɹ
squash,ˈskwɑʃ
squat,ˈskwɑt
squawk,ˈskwɔk
squeal,ˈskwiɫ
squeegee,ˈskwidʒi
squeeze,ˈskwiz
squelch,ˈskwɛɫtʃ
squint,ˈskwɪnt
squire,ˈskwaɪɹ
squirt,ˈskwɝt
stab,ˈstæb
stabilize,ˈsteɪbəˌɫaɪz
stable,ˈsteɪbəɫ
stack,ˈstæk
staff,ˈstæf
stag,ˈstæɡ
stage,ˈsteɪdʒ
stagger,ˈstæɡɝ
stagnate,ˈstæɡˌneɪt
stain,ˈsteɪn
stake,ˈsteɪk
stale,ˈsteɪɫ
stalemate,ˈsteɪɫˌmeɪt
stalinize,ˈstæɫɪˌnaɪz
stalk,ˈstɔk
stall,ˈstɔɫ
stamp,ˈstæmp
stampede,stæmˈpid
stand,ˈstænd
standardize,ˈstændɝˌdaɪz
staple,ˈsteɪpəɫ
star,ˈstɑɹ
starboard,ˈstɑɹbɝd
stare,ˈstɛɹ
start,ˈstɑɹt
startle,ˈstɑɹtəɫ
starve,ˈstɑɹv
state,ˈsteɪt
station,ˈsteɪʃən
stave,ˈsteɪv
stay,ˈsteɪ
steady,ˈstɛdi
steal,ˈstiɫ
steam,ˈstim
steamroller,ˈstimˌɹoʊɫɝ
steel,ˈstiɫ
steep,ˈstip
steer,ˈstɪɹ
stem,ˈstɛm
stencil,ˈstɛnsɪɫ
step,ˈstɛp
sterilize,ˈstɛɹəˌɫaɪz
stet,ˈstɛt
stew,ˈstu
stick,ˈstɪk
stickle,ˈstɪkəɫ
stiffen,ˈstɪfən
stifle,ˈstaɪfəɫ
stigmatize,ˈstɪɡməˌtaɪz
still,ˈstɪɫ
stimulate,ˈstɪmjəˌɫeɪt
sting,ˈstɪŋ
stink,ˈstɪŋk
stint,ˈstɪnt
stipulate,ˈstɪpjəˌɫeɪt
stir,ˈstɝ
stock,ˈstɑk
stockade,ˈstɑˌkeɪd
stoke,ˈstoʊk
stomach,ˈstəmək
stomp,ˈstɑmp
stone,ˈstoʊn
stonewall,ˈstoʊnˌwɔɫ
stooge,ˈstudʒ
stool,ˈstuɫ
stoop,ˈstup
stop,ˈstɑp
stopper,ˈstɑpɝ
store,ˈstɔɹ
storm,ˈstɔɹm
stow,ˈstoʊ
straddle,ˈstɹædəɫ
strafe,ˈstɹeɪf
straighten,ˈstɹeɪtən
strain,ˈstɹeɪn
strangle,ˈstɹæŋɡəɫ
strangulate,ˈstɹæŋɡjəˌɫeɪt
strap,ˈstɹæp
stratify,ˈstɹætəˌfaɪ
straw,ˈstɹɔ
stray,ˈstɹeɪ
streak,ˈstɹik
stream,ˈstɹim
strengthen,ˈstɹɛŋθən
stress,ˈstɹɛs
stretch,ˈstɹɛtʃ
strew,ˈstɹu
stride,ˈstɹaɪd
strike,ˈstɹaɪk
string,ˈstɹɪŋ
strip,ˈstɹɪp
stripe,ˈstɹaɪp
strive,ˈstɹaɪv
stroke,ˈstɹoʊk
stroll,ˈstɹoʊɫ
structure,ˈstɹəktʃɝ
struggle,ˈstɹəɡəɫ
strum,ˈstɹəm
stub,ˈstəb
stucco,ˈstəkoʊ
stud,ˈstəd
study,ˈstədi
stuff,ˈstəf
stultify,ˈstəɫtəˌfaɪ
stumble,ˈstəmbəɫ
stump,ˈstəmp
stun,ˈstən
stunt,ˈstənt
style,ˈstaɪɫ
stylize,ˈstaɪˌɫaɪz
subcontract,səbˈkɑnˌtɹækt
subdivide,ˌsəbdəˈvaɪd
subject,ˈsəbdʒɪkt
subjugate,ˈsəbdʒəˌɡeɪt
sublet,ˈsəˌbɫɛt
sublime,səˈbɫaɪm
submarine,ˈsəbmɝˌin
submerge,səbˈmɝdʒ
submit,səbˈmɪt
subordinate,səˈbɔɹdəˌneɪt
subpoena,səˈpinə
subscribe,səbsˈkɹaɪb
subside,səbˈsaɪd
subsidize,ˈsəbsɪˌdaɪz
substantiate,səbˈstænʃiˌeɪt
substitute,ˈsəbstəˌtut
subtitle,ˈsəbˌtaɪtəɫ
subtract,səbˈtɹækt
suburbanize,səˈbɝbəˌnaɪz
subvert,səbˈvɝt
succeed,səkˈsid
succor,ˈsəkɝ
succumb,səˈkəm
suck,ˈsək
suckle,ˈsəkəɫ
suction,ˈsəkʃən
suds,ˈsədz
suffer,ˈsəfɝ
suffice,səˈfaɪs
suffix,ˈsəfɪks
suffocate,ˈsəfəˌkeɪt
suffuse,səfˈjuz
sugar,ˈʃʊɡɝ
suggest,səˈdʒɛst
suit,ˈsut
sulfate,ˈsəɫˌfeɪt
sulk,ˈsəɫk
sulphur,ˈsəɫfɝ
summarize,ˈsəmɝˌaɪz
summer,ˈsəmɝ
summit,ˈsəmət
summon,ˈsəmən
sun,ˈsən
sunburn,ˈsənˌbɝn
sunday,ˈsənˌdeɪ
sunder,ˈsəndɝ
suntan,ˈsənˌtæn
sup,ˈsəp
supercharge,ˌsupɝˈtʃɑɹdʒ
superimpose,ˌsupɝəmˈpoʊz
supplant,səˈpɫænt
supple,ˈsəpəɫ
supplement,ˈsəpɫəmənt
supply,səˈpɫaɪ
support,səˈpɔɹt
suppose,səˈpoʊz
suppress,səˈpɹɛs
surcharge,ˈsɝˌtʃɑɹdʒ
surf,ˈsɝf
surface,ˈsɝfəs
surfboard,ˈsɝfˌbɔɹd
surfeit,ˈsɝfət
surge,ˈsɝdʒ
surmise,sɝˈmaɪz
surmount,sɝˈmaʊnt
surpass,sɝˈpæs
surprise,səˈpɹaɪz
surrender,sɝˈɛndɝ
surround,sɝˈaʊnd
surtax,ˈsɝˌtæks
surveil,sɝˈveɪɫ
survey,ˈsɝˌveɪ
survive,sɝˈvaɪv
suspect,ˈsəsˌpɛkt
suspend,səˈspɛnd
sustain,səˈsteɪn
suture,ˈsutʃɝ
swab,ˈswɑb
swagger,ˈswæɡɝ
swallow,ˈswɑɫoʊ
swan,ˈswɑn
swap,ˈswɑp
swat,ˈswɑt
swear,ˈswɛɹ
sweat,ˈswɛt
sweep,ˈswip
sweeten,ˈswitən
swell,ˈswɛɫ
swelter,ˈswɛɫtɝ
swerve,ˈswɝv
swill,ˈswɪɫ
swim,ˈswɪm
swing,ˈswɪŋ
swipe,ˈswaɪp
switch,ˈswɪtʃ
swoop,ˈswup
symbolize,ˈsɪmbəˌɫaɪz
sympathize,ˈsɪmpəˌθaɪz
synchronize,ˈsɪŋkɹəˌnaɪz
syncopate,ˈsɪŋkəˌpeɪt
syndicate,ˈsɪndəˌkeɪt
synthesize,ˈsɪnθəˌsaɪz
syringe,ˈsɪɹɪndʒ
taboo,tæˈbu
tabulate,ˈtæbjəˌɫeɪt
tack,ˈtæk
tackle,ˈtækəɫ
tag,ˈtæɡ
tail,ˈteɪɫ
tailgate,ˈteɪɫˌɡeɪt
take,ˈteɪk
talc,ˈtæɫk
talk,ˈtɔk
tally,ˈtæɫi
tame,ˈteɪm
tamper,ˈtæmpɝ
tampon,ˈtæmpɑn
tan,ˈtæn
tango,ˈtæŋɡoʊ
tank,ˈtæŋk
tap,ˈtæp
tape,ˈteɪp
taper,ˈteɪpɝ
tar,ˈtɑɹ
target,ˈtɑɹɡət
tariff,ˈtɛɹəf
tarnish,ˈtɑɹnɪʃ
tarry,ˈtɛɹi
task,ˈtæsk
taste,ˈteɪst
tat,ˈtæt
tattoo,ˌtæˈtu
tax,ˈtæks
taxi,ˈtæksi
teach,ˈtitʃ
team,ˈtim
tear,ˈtɛɹ
tease,ˈtiz
tee,ˈti
teem,ˈtim
teeter,ˈtitɝ
teethe,ˈtið
telecast,ˈtɛɫəˌkæst
teleport,ˈtɛɫəˈpɔɹt
telescope,ˈtɛɫəˌskoʊp
telex,ˈtɛˌɫɛks
tell,ˈtɛɫ
temper,ˈtɛmpɝ
temporize,ˈtɛmpɝˌaɪz
tempt,ˈtɛmpt
tenant,ˈtɛnənt
tend,ˈtɛnd
tender,ˈtɛndɝ
tense,ˈtɛns
tenure,ˈtɛnjɝ
term,ˈtɝm
terrace,ˈtɛɹəs
terrify,ˈtɛɹəˌfaɪ
terrorize,ˈtɛɹɝˌaɪz
test,ˈtɛst
testify,ˈtɛstəˌfaɪ
tether,ˈtɛðɝ
thank,ˈθæŋk
thatch,ˈθætʃ
theorize,ˈθiɝˌaɪz
thermostat,ˈθɝməˌstæt
thicken,ˈθɪkən
thin,ˈθɪn
think,ˈθɪŋk
thirst,ˈθɝst
thrash,ˈθɹæʃ
thread,ˈθɹɛd
threaten,ˈθɹɛtən
thrill,ˈθɹɪɫ
thrive,ˈθɹaɪv
throb,ˈθɹɑb
throne,ˈθɹoʊn
throng,ˈθɹɔŋ
throw,ˈθɹoʊ
thrust,ˈθɹəst
thud,ˈθəd
thump,ˈθəmp
thunder,ˈθəndɝ
thwart,ˈθwɔɹt
tick,ˈtɪk
ticket,ˈtɪkət
tickle,ˈtɪkəɫ
tide,ˈtaɪd
tidy,ˈtaɪdi
tie,ˈtaɪ
tighten,ˈtaɪtən
tile,ˈtaɪɫ
till,ˈtɪɫ
tilt,ˈtɪɫt
time,ˈtaɪm
tin,ˈtɪn
tincture,ˈtɪŋktʃɝ
ting,ˈtɪŋ
tinge,ˈtɪndʒ
tinker,ˈtɪŋkɝ
tinkle,ˈtɪŋkəɫ
tinsel,ˈtɪnsəɫ
tint,ˈtɪnt
tip,ˈtɪp
tipple,ˈtɪpəɫ
tiptoe,ˈtɪpˌtoʊ
tire,ˈtaɪɝ
tithe,ˈtaɪð
titillate,ˈtɪtəˌɫeɪt
toast,ˈtoʊst
toboggan,təˈbɑɡən
toddle,ˈtɑdəɫ
toe,ˈtoʊ
toggle,ˈtɑɡəɫ
tolerate,ˈtɑɫɝˌeɪt
toll,ˈtoʊɫ
tomahawk,ˈtɑməˌhɔk
tone,ˈtoʊn
tongue,ˈtəŋ
tool,ˈtuɫ
tootle,ˈtutəɫ
top,ˈtɑp
topple,ˈtɑpəɫ
torch,ˈtɔɹtʃ
torment,ˈtɔɹˌmɛnt
torpedo,tɔɹˈpiˌdoʊ
torture,ˈtɔɹtʃɝ
toss,ˈtɔs
total,ˈtoʊtəɫ
totter,ˈtɑtɝ
touch,ˈtətʃ
toughen,ˈtəfən
tour,ˈtʊɹ
tourney,ˈtɝni
tout,ˈtaʊt
tow,ˈtoʊ
towel,ˈtaʊəɫ
toy,ˈtɔɪ
trace,ˈtɹeɪs
track,ˈtɹæk
trade,ˈtɹeɪd
traffic,ˈtɹæfɪk
trail,ˈtɹeɪɫ
train,ˈtɹeɪn
traipse,ˈtɹeɪps
tram,ˈtɹæm
tramp,ˈtɹæmp
trample,ˈtɹæmpəɫ
transact,tɹænˈzækt
transcribe,tɹænsˈkɹaɪb
transect,ˈtɹænˌsɛkt
